id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
7828,Female,Loyal Customer,36,Personal Travel,Eco,650,2,4,2,3,1,2,1,1,4,4,5,2,1,1,36,38.0
96346,Male,disloyal Customer,16,Business travel,Eco,1343,3,3,3,4,1,3,1,1,1,1,4,3,3,1,0,3.0
11369,Female,Loyal Customer,17,Personal Travel,Eco,201,1,5,0,3,5,0,2,5,1,1,5,3,5,5,0,0.0
102840,Male,Loyal Customer,44,Business travel,Business,423,4,4,4,4,4,4,4,4,4,4,4,5,4,3,100,96.0
23131,Female,disloyal Customer,52,Business travel,Eco,646,2,0,2,3,1,2,2,1,1,5,3,4,3,1,0,0.0
94391,Male,Loyal Customer,54,Business travel,Business,189,2,2,4,2,5,5,5,4,4,4,5,3,4,4,0,0.0
124129,Male,Loyal Customer,38,Personal Travel,Eco,529,4,4,4,2,4,4,4,4,3,4,5,4,4,4,2,3.0
33136,Female,Loyal Customer,12,Personal Travel,Eco,163,3,3,3,3,4,3,4,4,3,4,5,3,3,4,0,0.0
114512,Male,Loyal Customer,68,Business travel,Business,2328,3,2,2,2,1,3,4,3,3,3,3,3,3,4,45,38.0
31865,Female,disloyal Customer,25,Business travel,Eco,1369,5,5,5,2,1,5,1,1,3,2,5,5,2,1,0,0.0
104019,Female,Loyal Customer,40,Business travel,Business,3711,3,1,1,1,2,3,3,3,3,3,3,1,3,1,28,16.0
31382,Male,Loyal Customer,53,Business travel,Eco,895,3,3,3,3,3,3,3,3,1,4,3,1,4,3,23,26.0
81208,Female,Loyal Customer,35,Business travel,Business,1426,5,5,3,5,5,5,4,2,2,2,2,5,2,3,1,0.0
23115,Female,disloyal Customer,44,Business travel,Eco,646,3,4,3,4,4,3,4,4,4,5,4,2,3,4,0,0.0
108025,Male,disloyal Customer,25,Business travel,Business,306,3,0,3,5,3,3,3,3,5,3,4,3,5,3,24,26.0
86562,Male,Loyal Customer,15,Personal Travel,Eco Plus,760,5,5,5,3,4,5,4,4,3,3,5,3,4,4,16,8.0
64504,Female,Loyal Customer,48,Business travel,Business,247,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,0.0
34259,Male,Loyal Customer,32,Personal Travel,Business,496,4,4,5,5,3,5,5,3,3,3,4,5,4,3,0,0.0
78243,Female,Loyal Customer,41,Business travel,Business,1586,0,5,0,2,3,5,5,2,2,2,2,5,2,4,0,0.0
70688,Female,Loyal Customer,26,Personal Travel,Eco,447,1,4,5,4,4,5,4,4,5,4,5,5,5,4,18,14.0
86469,Female,Loyal Customer,60,Business travel,Business,2078,4,4,4,4,5,2,3,4,4,4,4,2,4,4,0,0.0
78378,Male,disloyal Customer,23,Business travel,Eco,980,1,1,1,1,2,1,2,2,3,5,5,4,5,2,18,13.0
127935,Male,Loyal Customer,51,Personal Travel,Eco,2300,2,4,2,4,5,2,5,5,4,3,3,5,5,5,1,0.0
41869,Male,Loyal Customer,27,Personal Travel,Eco,483,3,5,3,4,1,3,1,1,2,2,2,4,2,1,0,0.0
45907,Male,disloyal Customer,27,Business travel,Eco,913,2,2,2,3,4,2,4,4,4,2,3,1,4,4,33,15.0
78065,Female,Loyal Customer,7,Personal Travel,Eco,152,3,4,3,3,5,3,5,5,3,2,4,4,5,5,0,0.0
104619,Male,Loyal Customer,34,Business travel,Business,861,3,3,3,3,5,5,5,2,2,3,2,4,2,4,0,0.0
34419,Female,disloyal Customer,20,Business travel,Eco,728,2,2,2,4,5,2,5,5,3,4,4,4,4,5,0,0.0
45311,Male,Loyal Customer,57,Business travel,Eco,150,1,1,5,5,1,1,1,1,3,3,4,2,4,1,0,0.0
106894,Female,Loyal Customer,45,Personal Travel,Eco,577,2,4,2,1,4,5,5,2,2,2,2,5,2,5,0,0.0
49914,Female,Loyal Customer,36,Business travel,Eco,77,4,3,3,3,4,4,4,4,1,5,2,2,4,4,0,0.0
38849,Female,Loyal Customer,45,Personal Travel,Eco Plus,353,1,1,1,4,3,4,3,4,4,1,4,1,4,1,80,96.0
30517,Male,Loyal Customer,46,Business travel,Business,484,3,3,3,3,1,1,1,5,5,5,5,1,5,3,25,23.0
66691,Female,Loyal Customer,40,Business travel,Business,802,2,2,2,2,2,5,4,4,4,4,4,3,4,5,1,0.0
23526,Female,Loyal Customer,54,Business travel,Eco Plus,349,3,4,4,4,3,3,3,1,1,2,3,3,4,3,144,151.0
126872,Male,Loyal Customer,24,Personal Travel,Eco,2296,2,5,1,4,1,1,1,1,5,2,3,4,4,1,20,0.0
61460,Male,Loyal Customer,52,Business travel,Business,2288,2,2,2,2,2,4,5,3,3,4,3,4,3,4,0,0.0
68769,Female,Loyal Customer,48,Business travel,Business,3780,1,1,1,1,2,2,2,3,4,4,4,2,5,2,206,197.0
5452,Male,disloyal Customer,20,Business travel,Eco,265,2,4,2,4,2,2,2,2,1,4,4,1,4,2,25,72.0
92663,Male,Loyal Customer,54,Personal Travel,Eco Plus,453,2,5,2,2,3,2,3,3,4,5,5,3,5,3,0,0.0
41477,Male,Loyal Customer,25,Business travel,Business,1464,1,1,1,1,5,5,5,5,5,5,1,2,1,5,23,26.0
119583,Male,Loyal Customer,37,Business travel,Business,2276,1,1,1,1,3,3,3,5,4,5,5,3,4,3,0,0.0
11922,Female,Loyal Customer,33,Personal Travel,Eco,744,1,4,1,2,1,1,1,1,5,2,5,5,5,1,0,0.0
38195,Male,Loyal Customer,58,Personal Travel,Eco,1185,3,4,3,3,2,3,2,2,4,2,3,2,3,2,13,0.0
90675,Female,disloyal Customer,37,Business travel,Business,404,5,5,5,5,3,5,3,3,4,3,4,5,5,3,0,2.0
122675,Female,Loyal Customer,63,Business travel,Business,2638,3,1,3,3,2,4,5,4,4,4,4,4,4,5,0,0.0
880,Male,Loyal Customer,43,Business travel,Business,2505,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0.0
124576,Female,Loyal Customer,55,Business travel,Business,2263,5,5,4,5,5,5,5,5,5,5,5,4,5,5,0,15.0
1900,Male,disloyal Customer,39,Business travel,Business,190,2,2,2,3,1,2,1,1,5,3,4,5,4,1,0,0.0
119610,Female,Loyal Customer,43,Personal Travel,Eco,1979,1,1,1,4,2,3,3,3,3,1,3,2,3,4,96,112.0
99102,Male,Loyal Customer,45,Business travel,Eco,419,2,1,1,1,2,2,2,2,4,2,4,4,3,2,46,37.0
73027,Female,Loyal Customer,57,Personal Travel,Eco,1096,3,0,3,4,2,3,2,5,5,3,5,5,5,3,0,0.0
57107,Female,Loyal Customer,63,Business travel,Business,1882,1,4,4,4,5,4,3,1,1,1,1,4,1,4,1,0.0
83296,Male,Loyal Customer,70,Personal Travel,Eco,1979,3,3,3,5,2,3,2,2,1,4,4,4,5,2,15,12.0
73337,Male,Loyal Customer,56,Business travel,Business,1197,3,3,3,3,3,4,4,5,5,5,5,5,5,3,2,0.0
110049,Female,Loyal Customer,55,Business travel,Business,3636,2,2,2,2,3,3,5,5,5,5,5,1,5,4,0,0.0
54577,Female,Loyal Customer,60,Business travel,Business,3904,1,3,3,3,1,1,1,1,5,1,2,1,2,1,27,8.0
43962,Female,Loyal Customer,39,Business travel,Business,3131,4,4,4,4,2,2,3,4,4,4,4,1,4,1,0,13.0
92702,Male,Loyal Customer,48,Business travel,Eco Plus,507,2,2,2,2,2,2,2,2,3,4,4,1,4,2,0,0.0
106713,Male,Loyal Customer,48,Business travel,Business,3761,4,4,4,4,5,5,4,4,4,4,4,4,4,5,1,2.0
75965,Male,Loyal Customer,48,Business travel,Business,3008,2,5,2,2,2,5,4,4,4,5,4,4,4,3,1,24.0
3274,Female,Loyal Customer,61,Business travel,Eco,479,5,5,1,1,1,4,4,5,5,5,5,2,5,4,0,0.0
1126,Female,Loyal Customer,32,Personal Travel,Eco,134,1,2,0,4,2,0,1,2,1,3,4,2,3,2,0,0.0
1086,Female,Loyal Customer,50,Personal Travel,Eco,247,2,5,2,5,2,4,4,3,3,2,3,4,3,5,11,17.0
106590,Female,disloyal Customer,33,Business travel,Business,333,3,3,3,4,5,3,4,5,5,4,4,4,5,5,0,0.0
22344,Male,disloyal Customer,33,Business travel,Eco,143,2,0,2,5,4,2,3,4,3,3,4,5,1,4,0,0.0
40652,Female,disloyal Customer,22,Business travel,Eco,541,2,4,2,5,3,2,3,3,5,3,4,4,4,3,0,0.0
16632,Female,Loyal Customer,70,Personal Travel,Business,605,3,5,3,3,4,2,5,4,4,3,4,1,4,2,0,0.0
104655,Male,Loyal Customer,58,Business travel,Business,2608,5,5,5,5,5,4,4,5,5,5,5,3,5,4,0,4.0
11074,Female,Loyal Customer,60,Personal Travel,Eco,166,1,5,1,3,2,4,4,3,3,1,3,5,3,4,0,0.0
49715,Female,Loyal Customer,50,Business travel,Eco,89,2,3,3,3,3,1,5,2,2,2,2,1,2,4,0,0.0
75958,Male,Loyal Customer,39,Business travel,Business,228,2,2,3,2,5,4,4,4,4,5,4,5,4,5,0,0.0
1986,Male,Loyal Customer,27,Personal Travel,Eco,190,3,3,3,2,4,3,4,4,4,3,2,4,2,4,0,0.0
11467,Male,Loyal Customer,58,Business travel,Eco Plus,191,3,3,3,3,3,3,3,3,3,4,4,2,3,3,0,0.0
115822,Female,Loyal Customer,54,Business travel,Eco,371,2,2,2,2,3,3,3,2,2,2,2,1,2,4,95,82.0
113712,Female,Loyal Customer,27,Personal Travel,Eco,236,2,1,0,4,5,0,5,5,4,4,4,1,3,5,12,15.0
29637,Male,disloyal Customer,36,Business travel,Eco,1048,1,1,1,3,4,1,4,4,3,4,3,3,4,4,0,7.0
27757,Female,Loyal Customer,49,Business travel,Business,1448,1,1,1,1,1,5,3,5,5,4,5,2,5,4,6,0.0
12923,Female,Loyal Customer,65,Business travel,Eco,456,2,3,3,3,5,2,2,2,2,2,2,1,2,3,22,20.0
88178,Female,Loyal Customer,60,Business travel,Eco,270,2,1,1,1,2,3,4,2,2,2,2,4,2,3,38,34.0
5055,Female,disloyal Customer,33,Business travel,Business,223,3,3,3,1,2,3,2,2,3,4,4,4,4,2,1,0.0
116747,Female,Loyal Customer,29,Personal Travel,Eco Plus,358,1,5,2,3,5,2,5,5,4,2,4,5,4,5,13,4.0
103786,Male,Loyal Customer,39,Business travel,Business,1072,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0.0
119499,Male,Loyal Customer,23,Business travel,Business,1685,4,4,4,4,4,5,4,4,4,3,5,5,4,4,0,0.0
125730,Female,Loyal Customer,64,Business travel,Business,814,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0.0
20237,Male,Loyal Customer,40,Business travel,Business,2697,5,5,5,5,4,1,1,5,5,5,5,3,5,5,0,0.0
83007,Male,Loyal Customer,51,Business travel,Business,3749,2,2,2,2,5,5,4,4,4,4,4,3,4,5,0,15.0
21266,Female,Loyal Customer,49,Business travel,Business,3639,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0
118887,Female,Loyal Customer,44,Business travel,Business,2565,1,1,1,1,3,3,3,4,4,5,5,3,4,3,203,200.0
28670,Male,Loyal Customer,31,Business travel,Eco Plus,2355,3,3,3,3,3,3,3,3,4,4,3,3,3,3,0,0.0
60058,Female,Loyal Customer,47,Personal Travel,Eco Plus,997,2,5,2,3,4,5,4,3,3,2,3,3,3,4,0,0.0
97607,Female,disloyal Customer,30,Business travel,Eco,442,2,0,1,1,4,1,2,4,1,3,3,3,2,4,2,1.0
3876,Male,Loyal Customer,39,Business travel,Business,1819,5,5,5,5,5,4,4,5,5,4,5,3,5,5,61,75.0
36164,Male,Loyal Customer,22,Business travel,Business,1674,5,5,5,5,5,5,5,5,1,2,4,5,4,5,1,29.0
11993,Male,Loyal Customer,14,Personal Travel,Eco,643,4,4,4,3,1,4,1,1,3,5,4,5,4,1,54,45.0
86945,Female,Loyal Customer,26,Business travel,Business,907,1,1,2,1,4,4,4,4,4,2,5,4,4,4,0,0.0
100039,Female,disloyal Customer,36,Business travel,Eco,281,3,0,3,3,1,3,1,1,2,5,4,4,2,1,1,1.0
101716,Male,Loyal Customer,26,Business travel,Business,986,2,3,4,4,2,2,2,2,4,2,3,4,4,2,17,30.0
8173,Female,Loyal Customer,56,Business travel,Business,125,2,2,2,2,4,3,3,2,2,2,2,1,2,1,0,1.0
101308,Male,Loyal Customer,48,Personal Travel,Eco Plus,444,3,4,3,2,3,3,3,3,5,4,4,5,4,3,12,7.0
62566,Male,Loyal Customer,8,Business travel,Business,1744,3,1,2,1,3,3,3,3,4,2,3,4,3,3,0,0.0
58119,Female,Loyal Customer,58,Personal Travel,Eco,612,3,4,3,5,5,4,5,3,3,3,3,4,3,3,0,0.0
121528,Female,Loyal Customer,40,Business travel,Business,912,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0
64266,Male,Loyal Customer,39,Business travel,Business,3523,4,4,4,4,3,4,5,5,5,5,5,4,5,4,0,0.0
64412,Female,Loyal Customer,49,Personal Travel,Eco Plus,1172,2,5,2,3,4,5,5,5,5,2,3,5,5,4,0,0.0
86654,Male,Loyal Customer,53,Personal Travel,Eco,746,2,3,2,5,4,2,4,4,3,1,5,2,4,4,0,0.0
11008,Female,Loyal Customer,67,Business travel,Business,2699,2,2,2,2,3,3,3,3,3,3,2,2,3,3,47,38.0
86414,Male,disloyal Customer,24,Business travel,Business,762,0,5,0,5,2,0,2,2,3,4,5,3,5,2,0,5.0
32431,Female,Loyal Customer,64,Business travel,Eco,216,4,2,4,4,4,3,4,4,4,4,4,2,4,2,0,0.0
14701,Male,Loyal Customer,57,Business travel,Eco,419,5,1,1,1,5,5,5,5,1,3,5,4,2,5,31,13.0
84545,Male,Loyal Customer,12,Personal Travel,Eco,2556,3,5,3,3,1,3,1,1,4,3,4,4,5,1,0,0.0
43424,Male,Loyal Customer,28,Personal Travel,Eco Plus,531,1,5,1,3,4,1,4,4,4,5,5,4,4,4,4,13.0
18985,Male,Loyal Customer,34,Business travel,Business,1544,1,5,5,5,2,3,3,1,1,1,1,4,1,2,14,27.0
7777,Female,Loyal Customer,56,Personal Travel,Eco,1080,5,4,5,4,2,5,5,5,5,5,5,4,5,3,0,0.0
51434,Female,Loyal Customer,42,Personal Travel,Eco Plus,373,1,4,1,4,4,5,4,1,1,1,1,5,1,3,6,10.0
486,Male,Loyal Customer,48,Business travel,Business,354,1,1,1,1,3,4,5,4,4,4,4,3,4,5,15,23.0
52270,Male,Loyal Customer,36,Business travel,Eco,509,4,5,5,5,4,4,4,4,4,3,4,3,3,4,0,2.0
19110,Female,Loyal Customer,25,Business travel,Business,323,5,5,5,5,4,4,4,4,4,5,1,4,4,4,0,0.0
80163,Male,disloyal Customer,30,Business travel,Business,710,5,5,5,3,5,5,4,3,3,4,5,4,3,4,24,0.0
70225,Male,Loyal Customer,46,Business travel,Eco,1068,3,2,2,2,3,3,3,3,2,5,4,3,4,3,0,0.0
63562,Male,Loyal Customer,48,Business travel,Business,1737,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0.0
118076,Male,Loyal Customer,31,Business travel,Business,2480,5,5,5,5,4,4,4,4,3,5,5,3,5,4,80,72.0
11930,Male,Loyal Customer,28,Personal Travel,Eco Plus,744,2,5,2,4,4,2,4,4,5,5,3,2,1,4,0,0.0
50774,Female,Loyal Customer,51,Personal Travel,Eco,308,2,1,4,2,2,2,2,5,5,4,5,3,5,2,0,0.0
58854,Female,disloyal Customer,40,Business travel,Business,888,2,3,3,3,2,3,5,2,4,3,3,3,3,2,0,0.0
99469,Female,Loyal Customer,39,Business travel,Business,3572,3,3,3,3,4,5,4,5,5,5,5,3,5,5,62,57.0
119677,Female,Loyal Customer,59,Business travel,Business,1496,5,5,2,5,5,4,4,2,2,2,2,3,2,3,0,0.0
126303,Female,Loyal Customer,31,Personal Travel,Eco,507,2,5,2,5,3,2,3,3,5,5,5,4,4,3,0,0.0
97636,Female,Loyal Customer,55,Personal Travel,Eco,748,5,4,5,2,4,4,4,2,2,5,2,3,2,4,1,0.0
91462,Male,disloyal Customer,54,Business travel,Business,859,4,4,4,4,4,4,4,4,5,3,5,5,5,4,8,0.0
128064,Male,Loyal Customer,40,Business travel,Business,2917,3,5,5,5,3,3,3,3,3,2,3,3,4,3,0,8.0
100271,Male,disloyal Customer,27,Business travel,Business,1073,1,1,1,3,4,1,4,4,1,5,4,1,4,4,0,0.0
87444,Male,Loyal Customer,61,Business travel,Eco,321,3,4,4,4,3,3,3,3,3,3,4,2,3,3,0,0.0
89096,Male,Loyal Customer,31,Business travel,Eco,1947,3,1,1,1,3,3,3,3,4,3,4,4,4,3,0,0.0
94473,Male,disloyal Customer,40,Business travel,Business,677,4,4,4,3,2,4,2,2,4,5,5,3,5,2,0,0.0
47935,Female,Loyal Customer,22,Personal Travel,Eco,748,2,4,2,4,5,2,5,5,3,5,3,1,2,5,0,0.0
74252,Male,Loyal Customer,67,Business travel,Business,2726,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17.0
100574,Female,Loyal Customer,50,Business travel,Business,486,3,3,3,3,5,5,4,5,5,5,5,5,5,5,25,30.0
45223,Female,Loyal Customer,24,Business travel,Business,1013,3,3,3,3,3,3,3,3,1,1,2,2,2,3,25,13.0
823,Male,Loyal Customer,60,Business travel,Business,102,1,1,5,1,2,5,5,5,5,5,5,4,5,3,0,0.0
103925,Male,disloyal Customer,29,Business travel,Business,770,5,4,4,3,2,4,1,2,5,5,5,3,4,2,10,14.0
100062,Female,Loyal Customer,63,Personal Travel,Eco,277,1,1,1,4,3,4,3,3,3,1,3,3,3,1,26,39.0
113111,Female,Loyal Customer,15,Personal Travel,Eco,543,3,3,3,5,2,3,2,2,1,1,4,3,2,2,0,0.0
88979,Female,Loyal Customer,60,Personal Travel,Eco,1199,2,4,2,3,2,4,3,4,4,2,4,2,4,2,0,0.0
119013,Male,Loyal Customer,20,Business travel,Business,2409,5,5,5,5,5,4,5,5,3,3,4,3,5,5,1,4.0
4989,Male,disloyal Customer,25,Business travel,Business,502,3,0,3,5,2,3,2,2,3,3,4,5,5,2,0,0.0
84311,Female,Loyal Customer,15,Personal Travel,Eco Plus,235,2,1,2,4,4,2,2,4,2,1,4,1,3,4,0,13.0
127395,Female,Loyal Customer,57,Business travel,Business,868,3,3,3,3,5,5,5,5,5,5,5,4,5,5,1,0.0
100191,Male,Loyal Customer,61,Personal Travel,Eco,725,2,5,2,3,2,2,2,2,4,3,3,2,4,2,4,0.0
75215,Male,Loyal Customer,31,Business travel,Eco,1652,4,5,5,5,4,4,4,4,1,3,3,2,4,4,0,0.0
126816,Male,Loyal Customer,49,Business travel,Business,2125,2,3,1,3,2,4,3,2,2,2,2,4,2,1,0,0.0
35559,Female,Loyal Customer,23,Business travel,Eco Plus,950,0,4,0,2,2,4,2,2,4,1,5,2,5,2,0,0.0
127464,Male,Loyal Customer,42,Business travel,Eco,2075,2,2,2,2,2,2,2,2,1,2,4,2,4,2,0,0.0
46809,Male,Loyal Customer,37,Business travel,Business,964,3,1,3,3,3,3,4,4,4,4,4,2,4,5,0,26.0
89538,Male,Loyal Customer,27,Business travel,Business,950,4,3,4,4,3,3,3,3,4,3,5,5,5,3,0,0.0
101995,Female,Loyal Customer,68,Personal Travel,Eco,628,3,5,3,4,5,5,5,3,3,3,3,4,3,3,21,26.0
115407,Male,disloyal Customer,36,Business travel,Business,358,2,2,2,3,2,2,2,2,3,5,5,4,5,2,0,0.0
10845,Female,Loyal Customer,77,Business travel,Business,3708,3,1,1,1,1,2,2,3,3,3,3,4,3,3,77,69.0
98984,Female,Loyal Customer,26,Personal Travel,Eco,543,3,4,3,2,4,3,1,4,5,5,4,5,5,4,37,30.0
92774,Female,disloyal Customer,18,Business travel,Eco,1314,3,2,2,4,5,3,3,5,1,2,4,4,3,5,0,0.0
76913,Female,Loyal Customer,48,Business travel,Business,630,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,0.0
27904,Female,Loyal Customer,45,Business travel,Business,2311,2,2,2,2,3,4,4,5,5,5,5,3,5,3,22,5.0
110079,Female,Loyal Customer,16,Personal Travel,Business,1072,4,5,4,3,2,4,2,2,5,4,4,5,4,2,31,25.0
14160,Male,Loyal Customer,58,Business travel,Business,3041,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0
125957,Male,Loyal Customer,35,Business travel,Eco Plus,993,2,5,5,5,2,2,2,2,3,1,4,2,3,2,1,0.0
30539,Female,Loyal Customer,25,Personal Travel,Eco,701,2,4,2,3,4,2,2,4,5,4,4,3,5,4,63,71.0
11097,Male,Loyal Customer,11,Personal Travel,Eco,429,2,5,2,1,2,2,2,2,1,1,3,4,3,2,7,7.0
69009,Male,Loyal Customer,46,Business travel,Business,1389,1,1,1,1,5,5,4,5,5,5,5,3,5,3,0,0.0
94629,Female,Loyal Customer,77,Business travel,Business,2347,2,3,3,3,3,4,3,2,2,2,2,3,2,1,3,4.0
118695,Male,Loyal Customer,68,Personal Travel,Eco,370,0,2,0,4,4,0,4,4,3,2,3,2,3,4,0,0.0
53598,Female,Loyal Customer,18,Business travel,Business,3801,4,4,4,4,4,4,4,5,2,3,2,4,5,4,0,0.0
72955,Male,Loyal Customer,59,Business travel,Eco,1096,1,5,1,5,1,1,1,1,4,2,4,1,4,1,0,0.0
76750,Female,Loyal Customer,41,Personal Travel,Eco,205,5,4,0,4,3,0,3,3,3,3,1,3,3,3,5,0.0
115260,Female,disloyal Customer,39,Business travel,Business,362,2,2,2,3,1,2,1,1,3,4,2,4,2,1,55,55.0
60365,Female,disloyal Customer,34,Business travel,Business,1452,3,3,3,2,4,3,2,4,3,3,5,4,5,4,5,0.0
88283,Female,disloyal Customer,62,Business travel,Business,271,3,3,3,3,2,3,2,2,4,5,5,5,5,2,0,0.0
108736,Male,Loyal Customer,41,Business travel,Business,545,4,4,4,4,2,5,5,5,5,5,5,3,5,5,0,1.0
99235,Female,Loyal Customer,26,Business travel,Eco,541,2,5,5,5,2,2,3,2,2,5,4,1,3,2,0,11.0
107673,Male,disloyal Customer,26,Business travel,Business,251,4,0,4,2,3,4,3,3,4,3,5,4,4,3,9,6.0
77864,Female,Loyal Customer,54,Personal Travel,Eco Plus,731,2,4,3,3,1,2,2,1,1,3,3,4,1,5,13,12.0
97825,Female,Loyal Customer,35,Business travel,Business,395,4,4,4,4,4,5,4,4,4,5,4,3,4,5,0,0.0
24581,Female,Loyal Customer,47,Business travel,Business,666,5,5,1,5,4,3,2,5,5,5,5,4,5,2,4,3.0
85333,Male,Loyal Customer,54,Business travel,Business,1855,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0.0
98851,Male,Loyal Customer,16,Personal Travel,Business,1751,2,5,2,1,1,2,1,1,3,2,2,5,4,1,0,0.0
63007,Female,disloyal Customer,21,Business travel,Business,862,2,3,1,4,1,1,1,1,2,3,4,1,3,1,0,0.0
120214,Female,Loyal Customer,55,Business travel,Business,3890,2,2,2,2,4,4,5,4,4,4,4,3,4,4,16,0.0
31307,Male,Loyal Customer,24,Business travel,Eco,680,5,1,1,1,5,5,3,5,3,2,3,4,1,5,10,22.0
129786,Male,Loyal Customer,10,Personal Travel,Eco,337,2,4,2,4,4,2,2,4,5,5,4,3,5,4,0,0.0
67150,Male,Loyal Customer,46,Business travel,Eco,529,5,3,3,3,5,5,5,5,3,4,2,4,5,5,53,52.0
121163,Male,Loyal Customer,57,Business travel,Business,870,3,5,5,5,2,3,4,3,3,4,3,2,3,1,0,0.0
105115,Male,Loyal Customer,39,Business travel,Business,3598,3,3,4,3,5,4,5,4,4,4,4,4,4,3,0,0.0
33676,Male,disloyal Customer,21,Business travel,Eco,759,2,2,2,5,3,2,3,3,3,2,4,4,4,3,0,0.0
115882,Female,Loyal Customer,48,Business travel,Business,404,3,3,3,3,3,5,4,5,5,5,5,2,5,2,0,0.0
49788,Male,Loyal Customer,30,Business travel,Eco,199,5,4,3,4,5,5,5,5,3,4,3,1,1,5,14,1.0
65379,Male,Loyal Customer,58,Business travel,Eco,231,4,4,3,3,4,4,4,4,1,1,4,1,4,4,27,13.0
41418,Male,Loyal Customer,30,Personal Travel,Eco,809,3,4,3,3,5,3,5,5,2,1,3,4,4,5,0,0.0
127666,Female,disloyal Customer,27,Business travel,Business,2153,3,3,3,1,4,3,4,4,5,4,4,5,5,4,0,0.0
56365,Female,Loyal Customer,44,Personal Travel,Eco,200,2,4,2,1,3,4,5,4,4,2,4,5,4,3,9,120.0
68230,Female,Loyal Customer,54,Business travel,Business,631,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0.0
115065,Female,disloyal Customer,40,Business travel,Business,417,2,2,2,4,3,2,3,3,3,4,5,5,5,3,0,0.0
124550,Male,Loyal Customer,45,Personal Travel,Eco,1276,2,5,2,4,3,2,3,3,3,2,5,4,4,3,0,3.0
84352,Female,Loyal Customer,59,Business travel,Business,1971,2,1,1,1,3,4,4,2,2,3,2,1,2,3,0,0.0
111075,Male,Loyal Customer,7,Personal Travel,Eco,268,2,5,2,3,5,2,5,5,3,2,4,2,2,5,73,64.0
13000,Male,Loyal Customer,58,Business travel,Eco,438,4,4,4,4,4,4,4,4,2,1,5,4,2,4,0,0.0
107382,Male,Loyal Customer,42,Business travel,Business,1778,2,2,2,2,4,5,4,4,4,4,4,4,4,3,35,45.0
32993,Male,Loyal Customer,70,Personal Travel,Eco,102,2,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0
71216,Female,Loyal Customer,41,Business travel,Business,733,1,1,4,1,2,4,4,5,5,5,5,5,5,5,85,90.0
80181,Female,Loyal Customer,41,Personal Travel,Eco,2586,2,1,2,3,2,4,4,2,4,2,2,4,1,4,0,0.0
54388,Female,Loyal Customer,76,Business travel,Business,1713,5,5,5,5,2,2,5,5,5,5,5,4,5,4,8,2.0
107859,Female,Loyal Customer,39,Business travel,Business,2681,3,4,4,4,2,4,3,3,3,3,3,4,3,3,0,0.0
51628,Male,Loyal Customer,53,Business travel,Business,493,3,4,4,4,5,3,4,3,3,2,3,2,3,3,0,0.0
47974,Female,Loyal Customer,40,Personal Travel,Eco,412,2,5,2,2,5,2,5,5,3,5,5,5,4,5,15,16.0
90255,Male,disloyal Customer,29,Business travel,Business,773,5,5,5,1,2,5,2,2,4,4,4,3,4,2,0,0.0
56633,Male,Loyal Customer,43,Business travel,Business,2927,2,3,3,3,5,4,3,2,2,2,2,4,2,2,33,27.0
88404,Male,Loyal Customer,41,Business travel,Business,2208,2,2,4,2,2,4,3,2,2,1,2,3,2,1,16,11.0
34987,Female,Loyal Customer,55,Personal Travel,Eco Plus,273,4,3,4,1,4,5,3,3,3,4,3,5,3,3,0,4.0
32327,Female,Loyal Customer,33,Business travel,Eco,101,4,2,2,2,4,4,4,4,1,4,1,5,4,4,0,0.0
36560,Female,Loyal Customer,50,Business travel,Business,1609,3,1,3,3,2,2,1,5,5,5,5,5,5,1,0,0.0
16405,Female,Loyal Customer,7,Personal Travel,Eco,463,2,5,2,3,3,2,3,3,4,5,5,5,4,3,0,0.0
103426,Male,Loyal Customer,37,Personal Travel,Eco,237,2,5,2,5,1,2,1,1,4,4,4,3,5,1,0,0.0
123154,Female,Loyal Customer,32,Business travel,Business,3783,2,1,3,1,2,2,2,2,2,2,3,1,3,2,54,51.0
47394,Female,disloyal Customer,52,Business travel,Eco,588,1,3,0,3,4,0,4,4,3,2,2,3,2,4,0,0.0
117302,Male,Loyal Customer,48,Business travel,Eco Plus,304,3,4,4,4,3,3,3,3,2,3,4,4,4,3,33,12.0
41677,Female,Loyal Customer,40,Personal Travel,Eco,936,2,4,2,2,2,2,2,2,5,5,4,3,4,2,39,42.0
